,text_,label,target
224,"I love these colorful trays! Perfect for starting seeds and growing microgreens. Sturdy, durable, and easy to clean. Great value for the price.",CG,1
225,"Amazing charger, fast and efficient. Best purchase I've made!",CG,1
226,Cat loves it! Great taste and quality.,CG,1
227,"Absolutely thrilled with my Artists Loft Watercolor Pan Set! The colors are vibrant, and the brush is a nice touch. Perfect for beginners or advanced artists. Best value for the price. Highly recommend!",CG,1
228,"Received this pack quickly, tastes good but a bit too sweet for my liking. Will consider buying again.",CG,1
229,"The K&amp;H Thermo Heated Kitty Sill is a decent product overall. I appreciate the soft orthopedic foam and the removable heating unit. However, the heating function takes a while to kick in, requiring patience. It's a good option for pets who need a mild warmth. The installation was easy with the Velcro fasteners. Not bad for the price, but don't expect instant heating.",CG,1
230,"My furry friend is obsessed, best toy ever!",CG,1
231,This adhesive works wonders!,CG,1
232,"I absolutely love Native Forest Organic Premium Coconut Cream! The taste is incredible, and it's so versatile for both sweet and savory dishes. The texture is perfect - not too thick, not too thin. It's a pantry staple for me now. The price for the pack of 12 is unbeatable compared to other brands. It's like having a tropical vacation in a can. Highly recommend for coconut lovers!",CG,1
233,Average product,CG,1
234,"Beautiful assortment of colors! The thread quality is top-notch, works like a charm on my Brother embroidery machine. Highly recommend.",CG,1
235,"Decent cat toy, but not very durable.",CG,1
236,Fantastic flavor!,CG,1
237,Too pricey for the tiny box. Expected better odor control. Stick to the original Arm & Hammer litter for better value and performance.,CG,1
238,Writes smoothly and feels durable. A reliable companion in my daily note-taking tasks.,CG,1
239,"My pup adores these Skinny Peltz toys! They are durable and keep him entertained for hours. No mess to clean up, just pure squeaky fun!",CG,1
240,"Perfect mount for my phone, sticks securely everywhere",CG,1
241,"Absolutely love the rich flavor and color this chili powder adds to my dishes. Perfect for spicing up chili, soups, and even meats. Great value for the size!",CG,1
242,"This product was a complete disappointment. I followed the instructions carefully, but the foaming root killer was a solid mass inside the bottle. I couldn't even squeeze a drop out. It was a waste of money and time. Definitely not worth it. 1 star.",CG,1
243,"I've had these clippers for months now and they are fantastic! The safety guard is a game-changer for worry-free trimming. The sharp blades make the process quick and easy. Plus, the free nail file is a bonus. Highly recommend for pet owners looking for quality grooming tools!",CG,1
244,Made my furry friend's coat silky smooth,CG,1
245,The Canon ink cartridges are amazing!,CG,1
246,Great strap!,CG,1
247,"I can't get enough of this Lavazza Single Origin Kilimanjaro Ground Coffee Blend! The medium roast is perfectly balanced, offering a delightful fruity aroma with hints of cherries. It's ideal for my drip coffee maker, creating a smooth and rich cup every time. This coffee has become a staple in my morning routine, and I find myself reaching for it throughout the day. Worth every penny for a taste of authentic Italian coffee perfection. Highly recommend!",CG,1
248,Too expensive for the ineffective results.,CG,1
249,"This tuner is a guitarist's dream! Accurate, user-friendly, and packed with chord options. A must-have for any musician.",CG,1
250,Amazing flavor!,CG,1
251,"The Tribesigns Computer Desk looked great in the pictures, but the reality was disappointing. The assembly was a headache, with some parts not fitting well together. The drawers are flimsy and do not slide smoothly. The tabletop scratches easily, revealing the poor quality material used. The desk wobbles and feels unstable. Overall, not worth the money; I regret this purchase.",CG,1
252,"Disappointed with the durability, not what I expected.",CG,1
253,Amazing drumming experience!,CG,1
254,Amazing flavor!,CG,1
255,"I stumbled upon the Rit Dye Liquid Fabric Dye while searching for a solution to revive some old garments. As a DIY enthusiast, I love experimenting with ways to give new life to worn-out items. This dye was a game-changer for me! I decided to try it on my faded silk scarves, and the results were beyond my expectations. The color saturation was impressive, and the dye took evenly on the delicate fabric, leaving it looking vibrant and rejuvenated.

The pre-dissolved liquid made the whole dyeing process a breeze. I followed the instructions on the bottle and easily dyed my scarves without any hassle. The 8-ounce bottle was just the right amount for my project, and I appreciate that it's made in the USA.

I particularly liked the versatility of this dye. Not only did it work wonders on my silk scarves, but I also used it to add a pop of color to some plastic containers in my kitchen. The fact that it can be used on various materials like silk, nylon, and even plastic amazed me.

The only downside was that the color turned out slightly darker than I anticipated, but it still looked stunning. The price point of $7.40 was very reasonable for the quality and quantity of the product. Overall, I'm thrilled with the results and will definitely be using Rit Dye Liquid Fabric Dye for future DIY projects. Highly recommended for anyone looking to get creative with their textiles!",CG,1
256,"Absolutely love these Freudian Slips Sticky Notes! They are quirky and fun, perfect for spicing up my desk. The adhesive is strong, and the design is spot on. The only downside is that the booklet is smaller than expected. Still, a great buy for anyone with a sense of humor!",CG,1
257,"Great toothpaste, highly recommend!",CG,1
258,"This was a major letdown. No fizz, no taste. It's like drinking diluted disappointment. Not worth the money.",CG,1
259,"Great product, freshens up my home nicely.",CG,1
260,"The toothpaste did an okay job at freshening my dogs breath, but the flavor wasn't a hit. I had to mix it with a treat to get my pet to use it. Average results for the price.",CG,1
261,Absolutely loving this case! Stylish design and great grip. Highly recommend it for your Galaxy S7. Worth every penny!,CG,1
262,"I recently purchased the Noodler's Ink 3 Oz Bad Belted Kingfisher and I must say, I am beyond impressed. This ink is a game-changer for my fountain pen collection. The color is vibrant and the flow is smooth, making every writing experience a pleasure. I love how it dries quickly and is water-resistant, perfect for everyday use. The 3oz bottle ensures I won't run out anytime soon. Whether I'm jotting down notes or writing letters, this ink performs flawlessly on any paper. It truly lives up to its reputation of being archival quality. For the price, this ink is a steal. I highly recommend it to any fountain pen enthusiast looking for a reliable and top-notch ink. 5 stars all the way!",CG,1
263,"Lovely sweetener, guilt-free sweetness in every sprinkle!",CG,1
264,"Smooth, durable, great for afghans!",CG,1
265,"Enjoyed using the Outward Hound ZipZoom Indoor Dog Agility Training set with my furry pal. The interactive challenges are engaging and promote a strong bond. The obstacles were easy to set up, making training hassle-free. Great value for the quality provided.",CG,1
266,"This decaf coffee is a game-changer! The flavor is rich and robust, making it hard to believe it's decaf. As a coffee connoisseur, I've tried countless decafs, and this one stands out. The aroma is enticing, and the taste is smooth with a hint of spice. Peet's Coffee has nailed it with this blend. Highly recommend!",CG,1
267,Perfect!,CG,1
268,Perfect for my energetic pup! Keeps him engaged and entertained for hours. Durable material withstands his chewing. Best purchase for interactive play!,CG,1
269,Not a fan of this product. Taste is way off. Disappointed.,CG,1
270,Great quality manila file folders. Really durable and practical for organizing documents. The 1/3 cut tabs are perfect. Worth the price and arrived promptly. Highly recommend!,CG,1
